GENE	EVENT	COORD	LENGTH	COMPLEX	FOREBRAIN.ADOLESCENT_ERR2598266	FOREBRAIN.ADOLESCENT_ERR2598267	FOREBRAIN.ADOLESCENT_ERR2598268	FOREBRAIN.ADOLESCENT_ERR2598269	FOREBRAIN.ELDERLY_ERR2598280	FOREBRAIN.ELDERLY_ERR2598281	FOREBRAIN.MIDDLE_ADULT_ERR2598305	FOREBRAIN.MIDDLE_ADULT_ERR2598306	FOREBRAIN.YOUNG_ADULT_ERR2598346	FOREBRAIN.YOUNG_ADULT_ERR2598347	FOREBRAIN.YOUNG_ADULT_ERR2598348	FOREBRAIN.YOUNG_ADULT_ERR2598349	FOREBRAIN.YOUNG_ADULT_ERR2598350	HEART.ADOLESCENT_ERR2598270	HEART.MIDDLE_ADULT_ERR2598307	HEART.YOUNG_ADULT_ERR2598351	LIVER.ADOLESCENT_ERR2598275	LIVER.ELDERLY_ERR2598284	LIVER.ELDERLY_ERR2598285	LIVER.MIDDLE_ADULT_ERR2598310	LIVER.YOUNG_ADULT_ERR2598357	LIVER.YOUNG_ADULT_ERR2598358	LIVER.YOUNG_ADULT_ERR2598359
PRDX5	HsaEX0049980	chr11:64087206-64087340	135	S	92.72	91.74	93.5	87.89	95.21	96.52	89.59	89.44	94.59	93.7	91.52	92.68	94.96	93.72	90.82	92.19	88.66	88.77	93.58	96.37	94.76	96.82	92.1
PRDX5	HsaEX0049981	chr11:64088133-64088264	132	C1	89.96	90.68	86.8	88.28	96.13	95.9	89.89	91.31	98.61	96.11	88.29	91.69	95.16	98.13	89.56	90.7	87.2	89.97	86.71	95.46	96.83	94.27	95.99
PRMT1	HsaEX0050261	chr19:50185453-50185516	64	S	95.77	99.54	98.47	100.0	100.0	100.0	100.0	99.31	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.18	100.0	100.0	100.0	100.0	100.0	100.0
CANX	HsaEX0012322	chr5:179153681-179153760	80	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CPSF3L	HsaEX0017056	chr1:1249681-1249745	65	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.84	100.0	96.48	100.0	98.51	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CPSF3L	HsaEX0017057	chr1:1247606-1247748	143	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MACF1	HsaEX0037144	chr1:39950273-39950402	130	C1	100.0	100.0	100.0	100.0	100.0	100.0	99.02	100.0	97.38	100.0	100.0	100.0	100.0	97.75	100.0	100.0	100.0	100.0	100.0	100.0	98.77	100.0	98.46
AAMP	HsaEX0000153	chr2:219130787-219130870	84	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.29	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AAMP	HsaEX0000154	chr2:219130554-219130669	116	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.98	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SHFM1	HsaEX0058180	chr7:96324110-96324203	94	S	100.0	100.0	100.0	99.58	100.0	100.0	100.0	100.0	100.0	99.22	100.0	99.43	99.64	99.61	99.71	99.25	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRKRIP1	HsaEX0050242	chr7:102039995-102040095	101	C1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.68	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRKRIP1	HsaEX0050243	chr7:102047881-102047945	65	S	100.0	98.4	100.0	100.0	85.71	95.35	100.0	100.0	100.0	91.3	98.21	100.0	100.0	100.0	98.77	100.0	100.0	100.0	100.0	92.59	100.0	100.0	100.0
SUMF2	HsaEX0062894	chr7:56146057-56146201	145	C3	100.0	98.99	98.23	100.0	100.0	100.0	100.0	96.97	100.0	100.0	98.63	94.79	96.78	100.0	99.1	100.0	96.88	100.0	98.39	100.0	100.0	100.0	100.0
ILF3	HsaEX0031550	chr19:10799226-10799354	129	S	100.0	98.96	98.6	100.0	100.0	100.0	100.0	100.0	91.84	100.0	100.0	98.39	93.71	100.0	100.0	100.0	100.0	100.0	100.0	95.08	100.0	100.0	100.0
NGDN	HsaEX0042841	chr14:23946409-23946565	157	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SNX6	HsaEX0060911	chr14:35036892-35036977	86	S	89.94	93.69	99.09	100.0	100.0	100.0	100.0	97.71	100.0	100.0	100.0	100.0	100.0	94.37	100.0	100.0	88.27	100.0	93.9	100.0	100.0	100.0	100.0
ECSIT	HsaEX0021526	chr19:11618517-11618665	149	S	100.0	97.74	98.77	100.0	100.0	100.0	98.22	99.37	100.0	100.0	96.98	100.0	98.28	98.36	97.18	99.09	98.44	100.0	100.0	99.24	100.0	100.0	100.0
PRKCSH	HsaEX0050186	chr19:11557889-11557975	87	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.55	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.41	100.0	100.0	99.41	100.0	100.0	100.0	98.86
SAFB2	HsaEX0056118	chr19:5595372-5595508	137	S	100.0	99.13	100.0	100.0	100.0	100.0	98.88	99.09	100.0	100.0	100.0	100.0	96.97	100.0	100.0	100.0	97.16	96.43	100.0	100.0	97.44	100.0	100.0
NDUFA10	HsaEX0042276	chr2:240929491-240929599	109	S	98.46	98.16	96.91	95.37	96.86	100.0	97.11	97.68	100.0	98.69	96.84	98.81	95.89	100.0	98.24	98.16	97.94	98.35	96.65	85.69	100.0	100.0	99.43
ADRM1	HsaEX0002881	chr20:60883424-60883526	103	S	90.07	98.41	97.3	99.28	100.0	97.95	99.37	99.41	95.73	100.0	97.12	98.08	95.61	97.47	98.48	95.94	97.97	100.0	97.16	97.45	99.26	98.87	98.97
UCK1	HsaEX0069100	chr9:134404331-134404425	95	S	100.0	94.92	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.17	97.71	100.0	100.0	100.0	100.0	100.0	100.0	100.0
EIF3G	HsaEX0022000	chr19:10226155-10226261	107	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PPIL4	HsaEX0049443	chr6:149833291-149833438	148	C2	100.0	100.0	95.38	100.0	100.0	100.0	100.0	100.0	94.29	100.0	98.37	100.0	95.63	100.0	94.44	100.0	100.0	100.0	100.0	100.0	95.62	100.0	95.8
COX4NB	HsaEX0016912	chr16:85813985-85814079	95	S	82.05	100.0	97.81	95.28	87.69	100.0	94.09	96.48	92.32	89.64	100.0	93.46	67.98	93.15	98.35	90.4	87.87	92.93	89.06	100.0	91.7	100.0	92.12
MRPS25	HsaEX0040188	chr3:15094887-15094974	88	S	100.0	99.46	100.0	100.0	98.15	100.0	100.0	100.0	100.0	100.0	100.0	99.24	97.56	100.0	100.0	100.0	100.0	100.0	100.0	99.68	100.0	98.39	98.07
ACLY	HsaEX0001936	chr17:40025727-40025840	114	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.55	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ACLY	HsaEX0001937	chr17:40024962-40025038	77	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.44	100.0	100.0	100.0	100.0	100.0	100.0	100.0
STARD3	HsaEX0062266	chr17:37818504-37818597	94	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.43	100.0	100.0	100.0	100.0	97.44	100.0	100.0	100.0	100.0	96.72
ACTR10	HsaEX0002159	chr14:58697117-58697198	82	S	98.44	99.37	100.0	100.0	100.0	100.0	100.0	100.0	93.94	100.0	100.0	100.0	100.0	95.1	100.0	99.52	98.87	98.86	98.75	100.0	95.63	100.0	100.0
SEC61G	HsaEX0056980	chr7:54825188-54825287	100	S	100.0	98.87	100.0	100.0	100.0	100.0	100.0	100.0	96.15	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
WBP2	HsaEX0070855	chr17:73847649-73847757	109	S	99.29	99.8	99.28	97.77	100.0	100.0	99.68	99.63	100.0	100.0	100.0	99.78	100.0	100.0	99.57	99.73	99.79	99.66	99.83	100.0	100.0	100.0	100.0
GPS2	HsaEX0028460	chr17:7216348-7216443	96	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.16	100.0	100.0	98.44	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRMT7	HsaEX0050295	chr16:68390604-68390700	97	S	100.0	93.31	98.57	93.26	100.0	100.0	96.21	95.92	100.0	100.0	95.06	100.0	100.0	100.0	93.53	82.21	98.49	96.13	84.38	97.04	100.0	100.0	100.0
DAP3	HsaEX0018492	chr1:155697399-155697529	131	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.14	100.0	100.0	100.0	100.0	100.0
NASP	HsaEX0041707	chr1:46083135-46083263	129	S	97.95	97.6	96.49	98.8	98.69	94.12	97.56	97.07	96.57	97.71	96.0	98.26	97.13	97.85	97.71	99.18	99.3	98.61	97.01	100.0	97.57	100.0	96.95
CASP9	HsaEX0012606	chr1:15820387-15820496	110	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	91.67	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PEMT	HsaEX0046576	chr17:17409541-17409615	75	S	95.65	96.43	100.0	100.0	100.0	95.92	100.0	100.0	96.83	98.46	95.92	100.0	100.0	98.7	97.37	94.94	100.0	92.0	100.0	100.0	99.16	99.05	98.94
CNDP2	HsaEX0015899	chr18:72185734-72185875	142	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TMEM66	HsaEX0065943	chr8:29931393-29931571	179	S	90.93	90.77	90.34	88.73	95.1	90.0	95.62	89.14	92.0	90.24	88.81	92.16	76.34	90.66	90.53	94.69	81.82	93.5	90.51	86.87	92.59	93.25	100.0
TMEM66	HsaEX0065944	chr8:29924293-29924434	142	S	100.0	100.0	100.0	99.8	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.44	100.0	100.0
COX16	HsaEX0016901	chr14:70809375-70809446	72	S	77.27	82.87	76.88	88.89	94.79	89.8	88.94	84.11	93.89	95.24	81.27	87.57	98.72	92.79	86.61	87.89	92.52	83.16	85.31	93.85	94.06	94.29	94.59
IAH1	HsaEX0030781	chr2:9618351-9618499	149	C1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.96	100.0	100.0	100.0	100.0	97.34	98.46	100.0	100.0	98.06	100.0	100.0	100.0
ERCC5	HsaEX0023021	chr13:103520463-103520607	145	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.84	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CTSL1	HsaEX0017933	chr9:90345296-90345413	118	S	94.23	98.1	97.26	92.37	100.0	99.19	94.19	96.6	100.0	100.0	90.91	90.91	100.0	97.75	95.12	98.36	89.23	98.25	100.0	100.0	97.89	100.0	99.18
CTSL1	HsaEX0017934	chr9:90343165-90343311	147	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CAPRIN1	HsaEX0012395	chr11:34119245-34119308	64	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.08	100.0	100.0	100.0	99.51	100.0	100.0	100.0	100.0	100.0	100.0	100.0
BLOC1S1	HsaEX0008173	chr12:56110717-56110789	73	S	98.48	98.74	100.0	97.97	100.0	100.0	100.0	99.16	100.0	98.13	100.0	99.28	100.0	100.0	98.71	100.0	100.0	100.0	98.68	100.0	100.0	100.0	99.18
CDK4	HsaEX0014298	chr12:58142965-58143100	136	S	95.24	100.0	100.0	100.0	97.22	100.0	100.0	95.88	100.0	100.0	100.0	100.0	98.37	100.0	98.69	98.06	100.0	96.36	100.0	100.0	93.1	100.0	100.0
PAN2	HsaEX0045338	chr12:56712872-56712965	94	C1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PAN2	HsaEX0045339	chr12:56712021-56712218	198	S	82.14	88.89	89.15	93.75	100.0	84.62	88.64	80.0	88.75	100.0	82.82	88.89	93.55	95.92	84.21	85.88	72.22	78.67	80.53	91.67	93.24	100.0	92.98
OS9	HsaEX0044852	chr12:58090058-58090156	99	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.24	100.0	100.0	100.0	99.05	100.0	100.0	100.0	100.0
C2orf7	HsaEX0010775	chr2:73455923-73456090	168	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.23	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CCT7	HsaEX0013740	chr2:73478354-73478560	207	S	100.0	99.67	99.77	99.67	100.0	100.0	100.0	100.0	100.0	100.0	99.82	100.0	99.34	100.0	100.0	100.0	99.75	100.0	100.0	100.0	100.0	99.19	99.34
ACBD6	HsaEX0001844	chr1:180382501-180382606	106	S	100.0	98.34	98.77	97.41	100.0	100.0	100.0	100.0	100.0	100.0	96.5	100.0	100.0	100.0	100.0	100.0	95.5	100.0	100.0	100.0	100.0	100.0	100.0
ACBD6	HsaEX0001846	chr1:180283827-180283857	31	S	100.0	98.01	100.0	98.15	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.19	98.94	98.71	98.49	100.0	100.0	100.0	100.0	100.0
ITM2C	HsaEX0032531	chr2:231741572-231741682	111	S	99.62	99.42	98.94	100.0	100.0	100.0	99.64	99.69	100.0	100.0	99.69	99.28	100.0	97.02	99.75	99.87	99.65	99.26	99.54	97.3	100.0	100.0	94.34
REV1	HsaEX0053109	chr2:100019352-100019569	218	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	94.32	100.0	100.0
PWP1	HsaEX0051362	chr12:108102703-108102793	91	S	100.0	99.19	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.46	97.73	100.0	100.0	96.81	100.0	97.25
CALCOCO2	HsaEX0012163	chr17:46929868-46929990	123	S	100.0	100.0	97.43	100.0	98.17	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.29	97.62	97.69	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TACO1	HsaEX0063390	chr17:61684647-61684824	178	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
VPS45	HsaEX0070620	chr1:150065623-150065744	122	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	90.91	100.0	98.92	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.74	100.0	100.0
BIN1	HsaEX0008090	chr2:127819691-127819773	83	C1	100.0	100.0	99.94	100.0	100.0	100.0	100.0	99.74	100.0	100.0	99.65	99.1	100.0	100.0	99.79	100.0	100.0	100.0	99.78	100.0	100.0	100.0	100.0
CDK5RAP2	HsaEX0014322	chr9:123152019-123152065	47	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CNPY3	HsaEX0016059	chr6:42905455-42905577	123	S	100.0	100.0	100.0	100.0	100.0	100.0	99.08	100.0	100.0	100.0	98.6	100.0	97.8	100.0	100.0	100.0	100.0	98.56	100.0	100.0	100.0	100.0	100.0
YIPF3	HsaEX0071993	chr6:43480807-43480938	132	S	97.21	100.0	99.37	100.0	100.0	100.0	98.53	99.05	100.0	100.0	98.67	98.99	100.0	100.0	99.56	99.16	99.17	98.0	97.67	98.7	100.0	100.0	100.0
TMEM63B	HsaEX0065922	chr6:44121413-44121580	168	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TMEM63B	HsaEX0065923	chr6:44121810-44121925	116	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.24	100.0	100.0	98.82	98.58	100.0	100.0	98.84	100.0	98.96	100.0	100.0	100.0	100.0	100.0	100.0
MTCH1	HsaEX0040417	chr6:36940479-36940572	94	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.58	100.0	97.78	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
C11orf1	HsaEX0008950	chr11:111753860-111753926	67	S	95.28	92.7	94.58	92.82	91.6	93.24	93.56	97.79	96.11	100.0	99.09	89.95	82.34	90.79	97.85	96.89	91.72	96.2	100.0	95.16	94.32	98.07	93.87
HADHB	HsaEX0029220	chr2:26508275-26508439	165	S	100.0	100.0	98.94	100.0	100.0	99.5	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.91	100.0	100.0	99.58
RPS24	HsaEX0055568	chr10:79799962-79799983	22	S	100.0	97.28	100.0	97.7	100.0	55.7	100.0	100.0	48.81	61.56	98.21	100.0	85.73	52.51	100.0	100.0	100.0	99.89	100.0	89.33	51.79	83.11	68.9
METTL5	HsaEX0038923	chr2:170668967-170669016	50	S	98.32	98.04	95.3	97.88	100.0	100.0	98.3	99.25	100.0	100.0	98.49	100.0	100.0	100.0	100.0	100.0	100.0	96.97	98.82	98.18	100.0	100.0	98.85
WDR12	HsaEX0070952	chr2:203747434-203747506	73	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.62
UBL7	HsaEX0068890	chr15:74740819-74740941	123	S	100.0	100.0	98.98	99.28	100.0	100.0	100.0	99.21	100.0	89.19	98.77	100.0	100.0	91.11	100.0	98.08	99.42	99.06	100.0	97.94	96.08	94.12	100.0
COPS4	HsaEX0016779	chr4:83989591-83989675	85	S	100.0	100.0	100.0	98.99	100.0	100.0	99.16	99.04	100.0	100.0	99.56	100.0	100.0	100.0	100.0	99.14	98.18	99.16	100.0	98.46	100.0	100.0	100.0
PPA2	HsaEX0049248	chr4:106307724-106307793	70	S	100.0	97.99	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.53	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HADH	HsaEX0029215	chr4:108948844-108948916	73	S	95.31	100.0	100.0	100.0	99.23	100.0	100.0	100.0	97.94	98.06	96.38	100.0	98.68	99.63	100.0	100.0	94.29	96.83	100.0	99.23	100.0	100.0	99.64
MMAB	HsaEX0039614	chr12:110009454-110009515	62	S	100.0	93.45	94.72	90.13	100.0	91.0	90.81	93.88	100.0	87.08	91.18	93.16	100.0	93.38	92.22	96.41	83.92	100.0	94.83	98.0	92.41	96.23	93.28
MMAB	HsaEX0039616	chr12:110006575-110006668	94	S	100.0	93.98	100.0	100.0	100.0	100.0	100.0	100.0	96.7	100.0	94.88	97.84	100.0	100.0	100.0	97.79	100.0	100.0	97.71	100.0	98.67	100.0	98.79
MMAB	HsaEX0039618	chr12:110002924-110002981	58	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.83	100.0	100.0
LMBR1L	HsaEX0036011	chr12:49491727-49491888	162	S	100.0	97.77	100.0	100.0	100.0	100.0	97.46	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.69	100.0	100.0	100.0	100.0	93.42	100.0	100.0	95.68
ESD	HsaEX0023163	chr13:47354070-47354168	99	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.47	100.0	100.0	100.0	100.0	100.0	99.07	100.0	100.0
COMMD4	HsaEX0016727	chr15:75632043-75632219	177	S	94.87	92.92	92.59	89.69	100.0	100.0	95.77	97.33	87.1	92.98	94.83	93.85	95.7	94.87	96.83	94.59	91.55	91.55	95.92	96.67	96.83	93.75	90.0
ETFA	HsaEX0023264	chr15:76578712-76578822	111	S	100.0	100.0	100.0	100.0	99.82	100.0	100.0	100.0	100.0	100.0	99.44	100.0	100.0	99.38	100.0	100.0	100.0	100.0	98.38	99.63	99.53	99.67	99.64
MAN2C1	HsaEX0037413	chr15:75650542-75650685	144	S	100.0	98.76	100.0	100.0	100.0	100.0	100.0	98.03	100.0	100.0	97.07	100.0	100.0	97.58	100.0	100.0	98.36	100.0	100.0	100.0	100.0	100.0	100.0
POLG	HsaEX0048930	chr15:89860607-89860767	161	C1	100.0	100.0	100.0	100.0	100.0	97.7	100.0	100.0	100.0	100.0	96.83	100.0	91.4	100.0	100.0	100.0	93.06	100.0	96.25	95.93	100.0	100.0	100.0
SEC11A	HsaEX0056796	chr15:85234766-85234875	110	S	100.0	100.0	100.0	94.8	100.0	100.0	100.0	100.0	100.0	95.24	98.11	100.0	100.0	98.08	100.0	100.0	100.0	100.0	100.0	100.0	97.65	96.67	98.34
MBTPS1	HsaEX0038159	chr16:84096910-84097050	141	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TCF25	HsaEX0064158	chr16:89949759-89949920	162	S	100.0	100.0	100.0	100.0	100.0	100.0	98.72	100.0	100.0	100.0	99.43	100.0	95.89	97.96	98.85	100.0	100.0	100.0	100.0	97.91	92.11	100.0	100.0
CIRH1A	HsaEX0015407	chr16:69200978-69201088	111	S	95.24	100.0	98.68	97.89	100.0	100.0	100.0	96.97	100.0	100.0	100.0	98.13	97.56	100.0	100.0	100.0	100.0	100.0	98.1	100.0	100.0	100.0	97.62
CCDC45	HsaEX0013267	chr17:62532720-62532866	147	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CLTC	HsaEX0015814	chr17:57762417-57762587	171	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.52	100.0	100.0	100.0	99.8	100.0	100.0	100.0	100.0	100.0	100.0	95.82
AFG3L2	HsaEX0002989	chr18:12344131-12344246	116	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
C18orf8	HsaEX0009914	chr18:21110351-21110576	226	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.27	100.0	100.0	100.0	100.0	100.0	100.0	98.49	100.0	100.0	96.72	100.0	100.0	100.0	100.0	100.0
SAT2	HsaEX0056272	chr17:7530681-7530732	52	C1	85.88	90.72	96.43	92.64	100.0	98.94	90.0	90.78	99.08	100.0	89.25	83.33	100.0	100.0	90.77	92.81	80.61	89.01	76.62	95.51	100.0	83.18	99.57
SAT2	HsaEX0056273	chr17:7530261-7530362	102	S	89.62	74.39	89.17	63.65	70.23	96.86	92.32	78.31	91.86	78.89	87.24	96.26	89.41	78.28	94.35	75.75	92.68	56.38	91.67	93.42	97.99	98.19	60.8
ARHGDIA	HsaEX0005548	chr17:79827418-79827501	84	S	98.14	99.53	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.6	100.0	100.0	100.0	99.32	99.15	99.74	100.0	96.26	100.0	100.0	100.0	96.67
TXNL4A	HsaEX0068480	chr18:77746602-77746750	149	C1	26.05	18.16	11.86	20.26	2.99	12.03	12.04	19.23	9.55	14.71	16.78	12.92	8.82	10.24	20.87	18.84	21.46	14.83	17.58	10.38	14.41	6.54	8.06
TXNL4A	HsaEX0068481	chr18:77737598-77737701	104	C1	89.35	84.97	90.14	84.87	98.04	97.96	90.16	88.43	97.68	96.77	83.42	87.42	95.75	99.17	84.7	90.09	84.09	89.48	88.58	96.26	100.0	99.41	97.9
FAM125A	HsaEX0023903	chr19:17534815-17534876	62	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SOD1	HsaEX0060948	chr21:33036103-33036199	97	S	95.94	96.11	97.33	96.31	100.0	99.03	96.86	95.81	97.85	99.63	97.78	96.9	96.15	99.29	97.48	92.82	94.91	94.68	98.55	99.03	99.35	99.77	99.46
ATP1B1	HsaEX0006856	chr1:169099248-169099328	81	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.94	100.0	100.0	100.0	99.92	100.0	100.0	100.0	100.0
DCAF6	HsaEX0018636	chr1:168013823-168013909	87	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TMCO1	HsaEX0065290	chr1:165728762-165728821	60	S	100.0	96.61	100.0	95.56	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.22	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TMCO1	HsaEX0065291	chr1:165712404-165712548	145	S	100.0	98.99	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.83	100.0	100.0	99.38	100.0	100.0	100.0	100.0	100.0	100.0	100.0
UFC1	HsaEX0069127	chr1:161127911-161128001	91	S	100.0	95.87	97.82	96.26	98.59	97.89	99.21	97.53	97.82	100.0	97.59	100.0	94.84	98.74	98.98	98.76	97.92	97.73	99.45	97.7	95.38	98.39	96.57
PFDN2	HsaEX0046704	chr1:161072077-161072165	89	S	88.72	96.47	93.56	93.3	100.0	91.78	93.5	94.87	100.0	87.44	89.88	97.78	91.84	100.0	95.92	98.04	94.68	96.08	91.03	97.06	98.29	90.81	93.0
PFDN2	HsaEX0046705	chr1:161071838-161071961	124	S	93.83	97.63	95.48	94.79	100.0	95.77	95.5	96.78	100.0	92.53	93.92	98.75	94.41	100.0	96.91	99.09	96.2	97.36	95.08	97.06	98.65	94.38	96.62
